theta_deg,r_mm,z_mm
31.0018,69.8195,116.1909
31.0101,69.8527,116.2078
31.0185,69.8860,116.2247
31.0269,69.9192,116.2417
31.0352,69.9525,116.2586
31.0436,69.9857,116.2755
31.0519,70.0190,116.2924
31.0603,70.0523,116.3093
31.0686,70.0856,116.3263
31.0770,70.1190,116.3432
31.0853,70.1523,116.3602
31.0937,70.1857,116.3771
31.1020,70.2190,116.3940
31.1104,70.2524,116.4110
31.1187,70.2858,116.4280
31.1271,70.3192,116.4449
31.1355,70.3526,116.4619
31.1438,70.3861,116.4789
31.1522,70.4195,116.4958
31.1605,70.4530,116.5128
31.1689,70.4864,116.5298
31.1772,70.5199,116.5468
31.1856,70.5534,116.5638
31.1939,70.5869,116.5808
31.2023,70.6205,116.5977
31.2106,70.6540,116.6148
31.2190,70.6876,116.6318
31.2273,70.7211,116.6488
31.2357,70.7547,116.6658
31.2441,70.7883,116.6828
31.2524,70.8219,116.6998
31.2608,70.8555,116.7168
31.2691,70.8892,116.7339
31.2775,70.9228,116.7509
31.2858,70.9565,116.7680
31.2942,70.9901,116.7850
31.3025,71.0238,116.8020
31.3109,71.0575,116.8191
31.3192,71.0912,116.8361
31.3276,71.1250,116.8532
31.3360,71.1587,116.8703
31.3443,71.1925,116.8873
31.3527,71.2262,116.9044
31.3610,71.2600,116.9215
31.3694,71.2938,116.9386
31.3777,71.3276,116.9557
31.3861,71.3614,116.9727
31.3944,71.3953,116.9898
31.4028,71.4291,117.0069
31.4111,71.4630,117.0240
31.4195,71.4969,117.0411
31.4278,71.5308,117.0582
31.4362,71.5647,117.0754
31.4446,71.5986,117.0925
31.4529,71.6325,117.1096
31.4613,71.6665,117.1267
31.4696,71.7004,117.1439
31.4780,71.7344,117.1610
31.4863,71.7684,117.1781
31.4947,71.8024,117.1953
31.5030,71.8364,117.2124
31.5114,71.8704,117.2296
31.5197,71.9045,117.2467
31.5281,71.9385,117.2639
31.5364,71.9726,117.2810
31.5448,72.0067,117.2982
31.5532,72.0408,117.3154
31.5615,72.0749,117.3326
31.5699,72.1090,117.3497
31.5782,72.1431,117.3669
31.5866,72.1773,117.3841
31.5949,72.2114,117.4013
31.6033,72.2456,117.4185
31.6116,72.2798,117.4357
31.6200,72.3140,117.4529
31.6283,72.3482,117.4701
31.6367,72.3825,117.4873
31.6450,72.4167,117.5046
31.6534,72.4510,117.5218
31.6618,72.4852,117.5390
31.6701,72.5195,117.5562
31.6785,72.5538,117.5735
31.6868,72.5881,117.5907
31.6952,72.6225,117.6080
31.7035,72.6568,117.6252
31.7119,72.6912,117.6425
31.7202,72.7255,117.6597
31.7286,72.7599,117.6770
31.7369,72.7943,117.6942
31.7453,72.8287,117.7115
31.7537,72.8632,117.7288
31.7620,72.8976,117.7460
31.7704,72.9320,117.7633
31.7787,72.9665,117.7806
31.7871,73.0010,117.7979
31.7954,73.0355,117.8152
31.8038,73.0700,117.8325
31.8121,73.1045,117.8498
31.8205,73.1391,117.8671
31.8288,73.1736,117.8844
31.8372,73.2082,117.9017
31.8455,73.2427,117.9191
31.8539,73.2773,117.9364
31.8623,73.3119,117.9537
31.8706,73.3466,117.9710
31.8790,73.3812,117.9884
31.8873,73.4158,118.0057
31.8957,73.4505,118.0231
31.9040,73.4852,118.0404
31.9124,73.5199,118.0578
31.9207,73.5546,118.0751
31.9291,73.5893,118.0925
31.9374,73.6240,118.1098
31.9458,73.6588,118.1272
31.9541,73.6935,118.1446
31.9625,73.7283,118.1620
31.9709,73.7631,118.1794
31.9792,73.7979,118.1967
31.9876,73.8327,118.2141
31.9959,73.8675,118.2315
32.0043,73.9024,118.2489
32.0126,73.9372,118.2663
32.0210,73.9721,118.2837
32.0293,74.0070,118.3012
32.0377,74.0419,118.3186
32.0460,74.0768,118.3360
32.0544,74.1118,118.3534
32.0628,74.1467,118.3708
32.0711,74.1817,118.3883
32.0795,74.2166,118.4057
32.0878,74.2516,118.4232
32.0962,74.2866,118.4406
32.1045,74.3216,118.4581
32.1129,74.3567,118.4755
32.1212,74.3917,118.4930
32.1296,74.4268,118.5104
32.1379,74.4618,118.5279
32.1463,74.4969,118.5454
32.1546,74.5320,118.5629
32.1630,74.5671,118.5803
32.1714,74.6023,118.5978
32.1797,74.6374,118.6153
32.1881,74.6725,118.6328
32.1964,74.7077,118.6503
32.2048,74.7429,118.6678
32.2131,74.7781,118.6853
32.2215,74.8133,118.7028
32.2298,74.8485,118.7203
32.2382,74.8838,118.7379
32.2465,74.9190,118.7554
32.2549,74.9543,118.7729
32.2632,74.9896,118.7905
32.2716,75.0249,118.8080
32.2800,75.0602,118.8255
32.2883,75.0955,118.8431
32.2967,75.1309,118.8606
32.3050,75.1662,118.8782
32.3134,75.2016,118.8957
32.3217,75.2370,118.9133
32.3301,75.2724,118.9309
32.3384,75.3078,118.9484
32.3468,75.3432,118.9660
32.3551,75.3787,118.9836
32.3635,75.4141,119.0012
32.3718,75.4496,119.0188
32.3802,75.4851,119.0364
32.3886,75.5206,119.0540
32.3969,75.5561,119.0716
32.4053,75.5916,119.0892
32.4136,75.6272,119.1068
32.4220,75.6627,119.1244
32.4303,75.6983,119.1420
32.4387,75.7339,119.1597
32.4470,75.7695,119.1773
32.4554,75.8051,119.1949
32.4637,75.8408,119.2126
32.4721,75.8764,119.2302
32.4805,75.9121,119.2478
32.4888,75.9477,119.2655
32.4972,75.9834,119.2831
32.5055,76.0191,119.3008
32.5139,76.0549,119.3185
32.5222,76.0906,119.3361
32.5306,76.1263,119.3538
32.5389,76.1621,119.3715
32.5473,76.1979,119.3892
32.5556,76.2337,119.4069
32.5640,76.2695,119.4245
32.5723,76.3053,119.4422
32.5807,76.3411,119.4599
32.5891,76.3770,119.4776
32.5974,76.4128,119.4953
32.6058,76.4487,119.5131
32.6141,76.4846,119.5308
32.6225,76.5205,119.5485
32.6308,76.5564,119.5662
32.6392,76.5924,119.5839
32.6475,76.6283,119.6017
32.6559,76.6643,119.6194
32.6642,76.7003,119.6372
32.6726,76.7363,119.6549
32.6809,76.7723,119.6727
32.6893,76.8083,119.6904
32.6977,76.8444,119.7082
32.7060,76.8804,119.7259
32.7144,76.9165,119.7437
32.7227,76.9526,119.7615
32.7311,76.9887,119.7793
32.7394,77.0248,119.7970
32.7478,77.0609,119.8148
32.7561,77.0971,119.8326
32.7645,77.1332,119.8504
32.7728,77.1694,119.8682
32.7812,77.2056,119.8860
32.7896,77.2418,119.9038
32.7979,77.2780,119.9216
32.8063,77.3142,119.9395
32.8146,77.3505,119.9573
32.8230,77.3868,119.9751
32.8313,77.4230,119.9929
32.8397,77.4593,120.0108
32.8480,77.4956,120.0286
32.8564,77.5320,120.0465
32.8647,77.5683,120.0643
32.8731,77.6047,120.0822
32.8814,77.6410,120.1000
32.8898,77.6774,120.1179
32.8982,77.7138,120.1357
32.9065,77.7502,120.1536
32.9149,77.7866,120.1715
32.9232,77.8231,120.1894
32.9316,77.8595,120.2072
32.9399,77.8960,120.2251
32.9483,77.9325,120.2430
32.9566,77.9690,120.2609
32.9650,78.0055,120.2788
32.9733,78.0421,120.2967
32.9817,78.0786,120.3146
32.9900,78.1152,120.3326
32.9984,78.1517,120.3505
33.0068,78.1883,120.3684
33.0151,78.2249,120.3863
33.0235,78.2616,120.4043
33.0318,78.2982,120.4222
33.0402,78.3349,120.4401
33.0485,78.3715,120.4581
33.0569,78.4082,120.4760
33.0652,78.4449,120.4940
33.0736,78.4816,120.5120
33.0819,78.5183,120.5299
33.0903,78.5551,120.5479
33.0986,78.5919,120.5659
33.1070,78.6286,120.5838
33.1154,78.6654,120.6018
33.1237,78.7022,120.6198
33.1321,78.7390,120.6378
33.1404,78.7759,120.6558
33.1488,78.8127,120.6738
33.1571,78.8496,120.6918
33.1655,78.8865,120.7098
33.1738,78.9234,120.7278
33.1822,78.9603,120.7459
33.1905,78.9972,120.7639
33.1989,79.0341,120.7819
33.2073,79.0711,120.7999
33.2156,79.1081,120.8180
33.2240,79.1451,120.8360
33.2323,79.1821,120.8541
33.2407,79.2191,120.8721
33.2490,79.2561,120.8902
33.2574,79.2932,120.9082
33.2657,79.3302,120.9263
33.2741,79.3673,120.9444
33.2824,79.4044,120.9624
33.2908,79.4415,120.9805
33.2991,79.4786,120.9986
33.3075,79.5158,121.0167
33.3159,79.5529,121.0348
33.3242,79.5901,121.0529
33.3326,79.6273,121.0710
33.3409,79.6645,121.0891
33.3493,79.7017,121.1072
33.3576,79.7389,121.1253
33.3660,79.7762,121.1434
33.3743,79.8135,121.1615
33.3827,79.8507,121.1797
33.3910,79.8880,121.1978
33.3994,79.9253,121.2159
33.4077,79.9627,121.2341
33.4161,80.0000,121.2522
